driver_id,date,rides_completed,earnings,hours_worked,earnings_hour
18,2021-06-18,26.0,826.0,11.99,68.89074228523769
18,2021-06-19,31.0,960.0,12.59,76.25099285146942
18,2021-06-20,40.0,1205.0,12.66,95.18167456556083
18,2021-06-21,35.0,1092.0,10.54,103.60531309297913
18,2021-06-22,26.0,842.0,10.48,80.34351145038167
18,2021-06-23,23.0,684.0,10.74,63.687150837988824
18,2021-06-24,18.0,582.0,7.3,79.72602739726028
18,2021-06-25,39.0,1208.0,14.35,84.18118466898954
18,2021-06-26,26.0,770.0,7.12,108.14606741573033
18,2021-06-27,30.0,939.0,11.83,79.37447168216399
18,2021-06-28,35.0,1067.0,12.19,87.53076292042658
19,2021-06-16,32.0,952.0,12.22,77.9050736497545
19,2021-06-17,27.0,805.0,13.09,61.49732620320856
19,2021-06-18,36.0,1138.0,11.629999999999999,97.85038693035254
19,2021-06-19,35.0,1085.0,13.39,81.03061986557132
19,2021-06-20,42.0,1300.0,12.66,102.68562401263823
19,2021-06-21,30.0,932.0,12.19,76.45611156685808
19,2021-06-22,35.0,1091.0,11.56,94.37716262975778
19,2021-06-23,35.0,1119.0,11.07,101.0840108401084
19,2021-06-24,27.0,838.0,11.89,70.4793944491169
19,2021-06-25,38.0,1201.0,11.65,103.0901287553648
19,2021-06-26,44.0,1404.0,12.98,108.1664098613251
19,2021-06-27,43.0,1342.0,11.33,118.44660194174757
19,2021-06-28,33.0,1000.0,13.91,71.89072609633357
20,2021-06-16,14.0,438.0,8.15,53.74233128834356
20,2021-06-17,24.0,711.0,14.56,48.832417582417584
20,2021-06-18,25.0,768.0,13.92,55.17241379310345
20,2021-06-19,31.0,871.0,12.16,71.6282894736842
20,2021-06-20,25.0,737.0,10.26,71.83235867446393
20,2021-06-21,39.0,1102.0,13.82,79.73950795947901
20,2021-06-22,21.0,563.0,13.36,42.140718562874255
20,2021-06-23,22.0,666.0,14.34,46.44351464435147
20,2021-06-24,9.0,253.0,6.05,41.81818181818182
20,2021-06-25,27.0,794.0,12.8,62.03125
20,2021-06-26,30.0,910.0,15.42,59.014267185473415
20,2021-06-27,40.0,1248.0,12.92,96.59442724458205
20,2021-06-28,23.0,728.0,13.76,52.906976744186046
21,2021-06-16,13.0,370.0,5.18,71.42857142857143
21,2021-06-17,28.0,820.0,10.5,78.0952380952381
21,2021-06-18,27.0,781.0,10.03,77.86640079760718
21,2021-06-19,28.0,840.0,11.71,71.733561058924
21,2021-06-20,26.0,791.0,11.120000000000001,71.13309352517985
21,2021-06-21,29.0,898.0,10.52,85.36121673003802
21,2021-06-22,21.0,622.0,10.28,60.50583657587549
21,2021-06-23,25.0,802.0,10.65,75.30516431924882
21,2021-06-24,26.0,772.0,11.01,70.1180744777475
21,2021-06-25,26.0,805.0,9.75,82.56410256410257
21,2021-06-26,25.0,763.0,8.82,86.5079365079365
21,2021-06-27,14.0,450.0,4.9399999999999995,91.09311740890689
21,2021-06-28,26.0,774.0,10.98,70.49180327868852
22,2021-06-16,16.0,534.0,8.17,65.36107711138311
22,2021-06-17,8.0,275.0,4.14,66.42512077294687
22,2021-06-18,17.0,514.0,7.42,69.2722371967655
22,2021-06-19,16.0,486.0,6.48,75.0
22,2021-06-20,17.0,552.0,6.87,80.34934497816593
22,2021-06-21,17.0,527.0,7.34,71.7983651226158
22,2021-06-22,12.0,359.0,5.46,65.75091575091575
22,2021-06-23,15.0,475.0,11.79,40.28837998303648
22,2021-06-24,8.0,238.0,5.83,40.82332761578044
22,2021-06-25,18.0,594.0,8.78,67.65375854214123
22,2021-06-26,23.0,651.0,7.87,82.71918678526048
22,2021-06-27,9.0,275.0,2.82,97.51773049645391
22,2021-06-28,19.0,579.0,7.7,75.1948051948052
23,2021-06-16,17.0,666.0,9.77,68.16786079836234
23,2021-06-17,16.0,602.0,9.08,66.29955947136564
23,2021-06-18,13.0,633.0,9.25,68.43243243243244
23,2021-06-19,11.0,440.0,6.68,65.8682634730539
23,2021-06-20,10.0,492.0,7.33,67.12141882673943
23,2021-06-21,11.0,475.0,7.88,60.27918781725889
23,2021-06-22,12.0,566.0,8.6,65.81395348837209
23,2021-06-23,13.0,565.0,8.82,64.05895691609977
23,2021-06-24,11.0,553.0,8.73,63.34478808705612
23,2021-06-25,16.0,577.0,8.64,66.7824074074074
23,2021-06-26,15.0,610.0,8.55,71.34502923976608
23,2021-06-27,11.0,430.0,6.98,61.604584527220624
24,2021-06-16,22.0,724.0,8.44,85.78199052132702
24,2021-06-17,16.0,514.0,7.43,69.17900403768506
24,2021-06-18,3.0,91.0,2.0,45.5
24,2021-06-19,19.0,558.0,10.7,52.149532710280376
24,2021-06-20,22.0,655.0,10.19,64.27870461236506
24,2021-06-21,33.0,989.0,13.63,72.56052824651503
24,2021-06-22,12.0,355.0,6.96,51.00574712643678
24,2021-06-23,13.0,374.0,6.85,54.5985401459854
24,2021-06-24,13.0,450.0,7.220000000000001,62.32686980609418
24,2021-06-25,14.0,385.0,8.78,43.8496583143508
24,2021-06-26,29.0,888.0,13.89,63.93088552915766
24,2021-06-27,27.0,816.0,13.4,60.8955223880597
24,2021-06-28,17.0,501.0,6.16,81.33116883116882
25,2021-06-16,20.0,581.0,11.53,50.39028620988725
25,2021-06-17,12.0,375.0,7.72,48.575129533678755
25,2021-06-18,25.0,777.0,12.24,63.48039215686274
25,2021-06-19,16.0,469.0,12.55,37.37051792828685
25,2021-06-20,10.0,322.0,2.9899999999999998,107.69230769230771
25,2021-06-21,31.0,971.0,11.18,86.85152057245081
25,2021-06-22,11.0,345.0,5.42,63.65313653136531
25,2021-06-23,17.0,534.0,11.34,47.08994708994709
25,2021-06-24,18.0,553.0,12.09,45.74028122415219
25,2021-06-25,22.0,686.0,11.71,58.58240819812126
25,2021-06-26,29.0,853.0,12.48,68.34935897435898
25,2021-06-27,25.0,805.0,10.82,74.3992606284658
25,2021-06-28,22.0,676.0,11.79,57.33672603901612
26,2021-06-16,22.0,643.0,12.44,51.68810289389068
26,2021-06-17,28.0,829.0,11.61,71.40396210163652
26,2021-06-18,36.0,1123.0,12.61,89.05630452022206
26,2021-06-19,29.0,876.0,14.34,61.08786610878661
26,2021-06-20,34.0,1033.0,13.1,78.85496183206106
26,2021-06-21,37.0,1173.0,12.17,96.38455217748562
26,2021-06-22,28.0,848.0,12.33,68.77534468775345
26,2021-06-23,31.0,909.0,12.55,72.43027888446214
26,2021-06-24,26.0,799.0,12.49,63.97117694155324
26,2021-06-25,32.0,953.0,12.8,74.453125
26,2021-06-26,42.0,1277.0,12.66,100.86887835703001
26,2021-06-27,34.0,1008.0,12.09,83.37468982630273
26,2021-06-28,30.0,943.0,12.9,73.10077519379844
27,2021-06-16,18.0,788.0,8.95,88.04469273743017
27,2021-06-18,14.0,579.0,6.73,86.03268945022288
27,2021-06-19,19.0,751.0,8.64,86.92129629629629
27,2021-06-20,25.0,952.0,10.56,90.15151515151514
27,2021-06-21,17.0,765.0,9.87,77.50759878419454
27,2021-06-22,15.0,643.0,9.84,65.34552845528455
27,2021-06-23,14.0,610.0,7.98,76.44110275689222
27,2021-06-24,11.0,446.0,5.22,85.44061302681993
27,2021-06-25,17.0,582.0,5.95,97.81512605042016
27,2021-06-26,14.0,526.0,7.3100000000000005,71.95622435020519
27,2021-06-27,20.0,722.0,8.47,85.24203069657615
27,2021-06-28,20.0,814.0,9.93,81.97381671701913
28,2021-06-16,24.0,777.0,12.06,64.42786069651741
28,2021-06-17,16.0,518.0,13.88,37.319884726224785
28,2021-06-18,10.0,337.0,6.33,53.23854660347551
28,2021-06-19,15.0,501.0,6.93,72.2943722943723
28,2021-06-20,14.0,446.0,5.23,85.27724665391969
28,2021-06-21,36.0,1058.0,10.4,101.73076923076923
28,2021-06-22,23.0,751.0,11.12,67.53597122302159
28,2021-06-23,17.0,529.0,12.27,43.11328443357783
28,2021-06-24,25.0,799.0,14.2,56.26760563380282
28,2021-06-25,24.0,777.0,11.61,66.9250645994832
28,2021-06-27,25.0,770.0,8.620000000000001,89.32714617169373
28,2021-06-28,27.0,845.0,12.83,65.86126266562744
29,2021-06-16,7.0,250.0,11.870000000000001,21.061499578770007
29,2021-06-17,13.0,436.0,8.77,49.71493728620297
29,2021-06-18,18.0,566.0,9.39,60.276890308839185
29,2021-06-19,21.0,721.0,10.11,71.31552917903066
29,2021-06-20,1.0,38.0,1.82,20.87912087912088
29,2021-06-21,27.0,887.0,12.629999999999999,70.2296120348377
29,2021-06-22,9.0,273.0,8.0,34.125
29,2021-06-23,19.0,606.0,13.53,44.789356984478935
29,2021-06-24,15.0,539.0,11.16,48.297491039426525
29,2021-06-25,12.0,437.0,8.84,49.43438914027149
29,2021-06-26,11.0,378.0,7.62,49.60629921259842
29,2021-06-27,14.0,465.0,5.78,80.44982698961937
29,2021-06-28,24.0,783.0,12.86,60.88646967340591
30,2021-06-16,17.0,514.0,6.9399999999999995,74.06340057636888
30,2021-06-17,15.0,475.0,9.31,51.0204081632653
30,2021-06-18,10.0,301.0,7.53,39.9734395750332
30,2021-06-19,19.0,582.0,12.6,46.19047619047619
30,2021-06-20,19.0,621.0,10.08,61.607142857142854
30,2021-06-21,28.0,880.0,12.34,71.31280388978931
30,2021-06-22,14.0,433.0,8.22,52.67639902676399
30,2021-06-23,14.0,445.0,8.55,52.04678362573099
30,2021-06-24,17.0,562.0,8.49,66.19552414605418
30,2021-06-25,22.0,688.0,8.53,80.65650644783119
30,2021-06-26,15.0,458.0,6.25,73.28
30,2021-06-27,19.0,567.0,8.96,63.28124999999999
30,2021-06-28,17.0,527.0,7.87,66.96315120711563
31,2021-06-16,13.0,417.0,13.32,31.306306306306304
31,2021-06-17,18.0,522.0,15.17,34.41001977587344
31,2021-06-18,20.0,682.0,14.46,47.16459197786998
31,2021-06-19,23.0,763.0,16.58,46.01930036188179
31,2021-06-20,27.0,912.0,15.05,60.59800664451827
31,2021-06-21,13.0,456.0,6.92,65.89595375722543
31,2021-06-22,12.0,398.0,8.88,44.81981981981981
31,2021-06-23,12.0,440.0,10.76,40.89219330855018
31,2021-06-24,17.0,555.0,12.08,45.943708609271525
31,2021-06-25,15.0,533.0,10.13,52.615992102665345
31,2021-06-26,26.0,868.0,14.709999999999999,59.007477906186274
31,2021-06-27,18.0,632.0,12.74,49.60753532182103
31,2021-06-28,8.0,269.0,8.36,32.17703349282297
32,2021-06-16,4.0,92.0,7.0600000000000005,13.031161473087817
32,2021-06-17,3.0,93.0,8.44,11.018957345971565
32,2021-06-18,3.0,121.0,10.29,11.758989310009719
32,2021-06-19,0.0,0.0,8.34,0.0
32,2021-06-20,5.0,178.0,13.31,13.373403456048084
32,2021-06-21,8.0,247.0,10.67,23.14901593252109
32,2021-06-22,2.0,38.0,6.7700000000000005,5.612998522895126
32,2021-06-23,0.0,0.0,4.47,0.0
32,2021-06-24,3.0,48.0,6.18,7.766990291262136
32,2021-06-25,9.0,297.0,7.0600000000000005,42.06798866855524
32,2021-06-26,6.0,212.0,6.42,33.021806853582554
32,2021-06-27,12.0,384.0,4.42,86.87782805429865
32,2021-06-28,5.0,144.0,5.74,25.087108013937282
33,2021-06-16,26.0,819.0,12.72,64.38679245283018
33,2021-06-17,13.0,405.0,8.13,49.81549815498155
33,2021-06-18,26.0,808.0,12.74,63.42229199372056
33,2021-06-19,19.0,583.0,13.3,43.83458646616541
33,2021-06-20,15.0,404.0,3.89,103.8560411311054
33,2021-06-21,28.0,859.0,13.18,65.17450682852808
33,2021-06-22,17.0,514.0,9.620000000000001,53.43035343035343
33,2021-06-23,19.0,605.0,12.43,48.67256637168142
33,2021-06-24,27.0,835.0,12.82,65.13260530421216
33,2021-06-25,33.0,973.0,11.44,85.05244755244756
33,2021-06-26,22.0,697.0,9.25,75.35135135135135
33,2021-06-28,23.0,697.0,8.78,79.38496583143508
34,2021-06-16,35.0,1099.0,11.5,95.56521739130434
34,2021-06-17,38.0,1180.0,11.61,101.63652024117141
34,2021-06-18,24.0,725.0,7.15,101.3986013986014
34,2021-06-19,25.0,802.0,10.5,76.38095238095238
34,2021-06-21,34.0,1054.0,11.49,91.7319408181027
34,2021-06-22,25.0,821.0,11.49,71.45343777197563
34,2021-06-23,25.0,811.0,11.49,70.58311575282855
34,2021-06-24,31.0,957.0,11.49,83.28981723237598
34,2021-06-25,40.0,1224.0,11.6,105.51724137931035
34,2021-06-26,39.0,1230.0,10.51,117.0313986679353
34,2021-06-28,39.0,1231.0,11.49,107.13664055700609
35,2021-06-16,20.0,629.0,14.25,44.14035087719298
35,2021-06-17,8.0,241.0,3.41,70.67448680351906
35,2021-06-18,27.0,818.0,13.71,59.664478482859224
35,2021-06-19,2.0,88.0,9.12,9.649122807017545
35,2021-06-20,28.0,900.0,13.12,68.59756097560977
35,2021-06-21,24.0,774.0,13.39,57.80433159073935
35,2021-06-22,23.0,719.0,13.84,51.95086705202312
35,2021-06-23,21.0,614.0,13.69,44.85025566106648
35,2021-06-24,22.0,719.0,14.709999999999999,48.87831407205983
35,2021-06-25,27.0,840.0,15.36,54.6875
35,2021-06-26,38.0,1152.0,14.73,78.20773930753563
35,2021-06-27,32.0,952.0,13.34,71.36431784107945
35,2021-06-28,19.0,548.0,9.69,56.553147574819405
36,2021-06-16,12.0,522.0,11.61,44.96124031007752
36,2021-06-17,14.0,691.0,11.5,60.08695652173913
36,2021-06-18,14.0,607.0,11.47,52.92066259808195
36,2021-06-19,26.0,1021.0,14.89,68.56950973807925
36,2021-06-20,20.0,803.0,14.43,55.64795564795565
36,2021-06-21,18.0,572.0,11.48,49.825783972125436
36,2021-06-23,9.0,432.0,8.09,53.399258343634116
36,2021-06-24,13.0,470.0,10.03,46.85942173479562
36,2021-06-25,16.0,728.0,10.98,66.3023679417122
36,2021-06-26,19.0,892.0,13.42,66.46795827123697
36,2021-06-28,7.0,320.0,6.96,45.97701149425287
37,2021-06-16,11.0,319.0,5.02,63.54581673306773
37,2021-06-17,14.0,413.0,8.3,49.75903614457831
37,2021-06-18,17.0,563.0,10.790000000000001,52.17794253938832
37,2021-06-19,27.0,875.0,14.43,60.63756063756064
37,2021-06-20,18.0,554.0,9.59,57.768508863399376
37,2021-06-21,17.0,511.0,8.33,61.34453781512605
37,2021-06-25,9.0,278.0,3.62,76.79558011049724
37,2021-06-26,15.0,430.0,6.09,70.60755336617406
37,2021-06-27,24.0,766.0,11.31,67.72767462422634
37,2021-06-28,25.0,789.0,10.08,78.27380952380952
38,2021-06-17,3.0,57.0,1.3599999999999999,41.911764705882355
38,2021-06-18,0.0,0.0,12.62,0.0
38,2021-06-19,1.0,23.0,12.87,1.7871017871017871
38,2021-06-20,1.0,40.0,11.76,3.4013605442176873
38,2021-06-21,0.0,0.0,6.63,0.0
38,2021-06-22,1.0,38.0,9.0,4.222222222222222
38,2021-06-24,1.0,18.0,10.93,1.6468435498627632
38,2021-06-25,0.0,0.0,3.6999999999999997,0.0
38,2021-06-28,0.0,0.0,12.46,0.0
39,2021-06-16,0.0,38.0,2.14,17.75700934579439
39,2021-06-18,11.0,356.0,8.09,44.00494437577256
39,2021-06-19,6.0,200.0,5.12,39.0625
39,2021-06-20,9.0,317.0,4.33,73.21016166281755
39,2021-06-21,17.0,508.0,7.18,70.75208913649026
39,2021-06-22,9.0,272.0,6.2700000000000005,43.38118022328548
39,2021-06-23,10.0,312.0,9.03,34.5514950166113
39,2021-06-24,24.0,724.0,11.18,64.75849731663685
39,2021-06-25,18.0,552.0,9.6,57.5
39,2021-06-26,5.0,168.0,2.61,64.36781609195403
39,2021-06-27,5.0,159.0,2.42,65.70247933884298
39,2021-06-28,0.0,0.0,0.07,0.0
